% 1. Title: Iris Plants Database
% 
% 2. Sources:
%      (a) Creator: R.A. Fisher
%      (b) Donor: Michael Marshall (MARSHALL%PLU@io.arc.nasa.gov)
%      (c) Date: July, 1988
% 
% 3. Past Usage:
%    - Publications: too many to mention!!!  Here are a few.
%    1. Fisher,R.A. "The use of multiple measurements in taxonomic problems"
%       Annual Eugenics, 7, Part II, 179-188 (1936); also in "Contributions
%       to Mathematical Statistics" (John Wiley, NY, 1950).
%    2. Duda,R.O., & Hart,P.E. (1973) Pattern Classification and Scene Analysis.
%       (Q327.D83) John Wiley & Sons.  ISBN 0-471-22361-1.  See page 218.
%    3. Dasarathy, B.V. (1980) "Nosing Around the Neighborhood: A New System
%       Structure and Classification Rule for Recognition in Partially Exposed
%       Environments".  IEEE Transactions on Pattern Analysis and Machine
%       Intelligence, Vol. PAMI-2, No. 1, 67-71.
%       -- Results:
%          -- very low misclassification rates (0% for the setosa class)
%    4. Gates, G.W. (1972) "The Reduced Nearest Neighbor Rule".  IEEE 
%       Transactions on Information Theory, May 1972, 431-433.
%       -- Results:
%          -- very low misclassification rates again
%    5. See also: 1988 MLC Proceedings, 54-64.  Cheeseman et al's AUTOCLASS II
%       conceptual clustering system finds 3 classes in the data.
% 
% 4. Relevant Information:
%    --- This is perhaps the best known database to be found in the pattern
%        recognition literature.  Fisher's paper is a classic in the field
%        and is referenced frequently to this day.  (See Duda & Hart, for
%        example.)  The data set contains 3 classes of 50 instances each,
%        where each class refers to a type of iris plant.  One class is
%        linearly separable from the other 2; the latter are NOT linearly
%        separable from each other.
%    --- Predicted attribute: class of iris plant.
%    --- This is an exceedingly simple domain.
% 
% 5. Number of Instances: 150 (50 in each of three classes)
% 
% 6. Number of Attributes: 4 numeric, predictive attributes and the class
% 
% 7. Attribute Information:
%    1. sepal length in cm
%    2. sepal width in cm
%    3. petal length in cm
%    4. petal width in cm
%    5. class: 
%       -- Iris Setosa
%       -- Iris Versicolour
%       -- Iris Virginica
% 
% 8. Missing Attribute Values: None
% 
% Summary Statistics:
%  	           Min  Max   Mean    SD   Class Correlation
%    sepal length: 4.3  7.9   5.84  0.83    0.7826   
%     sepal width: 2.0  4.4   3.05  0.43   -0.4194
%    petal length: 1.0  6.9   3.76  1.76    0.9490  (high!)
%     petal width: 0.1  2.5   1.20  0.76    0.9565  (high!)
% 
% 9. Class Distribution: 33.3% for each of 3 classes.

@RELATION jk

@ATTRIBUTE P_value	REAL
@ATTRIBUTE S_entropy    REAL
@ATTRIBUTE F3   REAL
@ATTRIBUTE class 	{'coding','non_coding'}

@DATA
3.48148,1.00000,0.15473,'non_coding'
1.70186,2.19716,0.02114,'coding'
1.60253,2.32193,0.02343,'non_coding'
1.88674,2.86625,0.01457,'coding'
1.02528,1.92193,0.01606,'non_coding'
2.54579,2.32193,0.05595,'coding'
30.56546,2.86530,0.06725,'coding'
0.38739,1.00000,0.02094,'non_coding'
5.59064,2.66013,0.03923,'coding'
22.42552,2.95701,0.05126,'coding'
22.05907,2.86153,0.05467,'coding'
15.69964,3.13478,0.04779,'coding'
0.67633,2.50000,0.00980,'coding'
22.62266,2.91847,0.04458,'coding'
1.64029,2.40564,0.02360,'coding'
0.67698,2.32193,0.01396,'non_coding'
6.17995,2.85554,0.03177,'coding'
12.29178,3.01514,0.06521,'coding'
9.05211,2.62165,0.04492,'coding'
10.44091,2.60220,0.02460,'coding'
5.74155,2.75000,0.08321,'coding'
8.47577,2.66123,0.07468,'coding'
3.08947,2.66353,0.03252,'coding'
3.90149,2.41896,0.02681,'coding'
6.60256,3.01688,0.04232,'coding'
5.55004,3.18670,0.02898,'coding'
3.13810,2.15564,0.04483,'coding'
5.06838,2.19716,0.06498,'coding'
26.98694,2.86636,0.07834,'coding'
4.89155,2.41830,0.04681,'coding'
6.64389,2.05881,0.08253,'coding'
1.96190,2.25163,0.03737,'coding'
3.16998,2.72548,0.04199,'coding'
9.29069,2.91023,0.03962,'coding'
9.79616,3.17489,0.04910,'coding'
0.49477,1.58496,0.01827,'non_coding'
19.05684,2.58896,0.05855,'coding'
3.38388,2.80735,0.02774,'coding'
9.82915,2.62544,0.04113,'coding'
13.97559,2.33467,0.05848,'coding'
14.68968,3.17255,0.06146,'coding'
6.36472,2.44163,0.05708,'coding'
12.41350,3.01688,0.07857,'coding'
3.74377,3.03064,0.02665,'coding'
2.05983,2.00000,0.05282,'coding'
18.47016,2.32777,0.05088,'coding'
4.49751,2.45915,0.04475,'coding'
4.03780,2.66353,0.04163,'coding'
3.89649,2.29990,0.04102,'coding'
6.05747,2.82258,0.04642,'coding'
7.44330,2.87685,0.03837,'coding'
3.79450,2.78064,0.02720,'coding'
8.70988,2.88888,0.04032,'coding'
4.83333,2.91830,0.04603,'coding'
6.10868,3.04138,0.02673,'coding'
3.74474,2.56545,0.03374,'coding'
4.11392,2.28104,0.05207,'coding'
5.53968,3.05656,0.04397,'coding'
3.53798,2.52206,0.03291,'coding'
9.12121,2.88418,0.05350,'coding'
15.48496,2.63382,0.05481,'coding'
8.73158,2.97422,0.03542,'coding'
6.70793,2.86383,0.04370,'coding'
13.47840,2.67141,0.03797,'coding'
7.60664,2.91380,0.03223,'coding'
4.99676,2.25163,0.09702,'coding'
3.77622,2.60985,0.02641,'coding'
8.17529,3.00869,0.04698,'coding'
3.05936,2.25000,0.04191,'coding'
5.32564,2.49893,0.04097,'coding'
1.69774,2.52164,0.02878,'coding'
12.59175,2.87778,0.05192,'coding'
1.57706,1.92193,0.03392,'non_coding'
2.72222,1.91830,0.05338,'coding'
4.13146,2.15564,0.05819,'coding'
1.85912,2.73291,0.01403,'coding'
4.14521,2.25163,0.08208,'coding'
6.14947,2.95282,0.04377,'coding'
12.46572,2.95587,0.05078,'coding'
5.57436,2.82090,0.02859,'coding'
10.24263,3.11961,0.03420,'coding'
17.28655,3.00898,0.06065,'coding'
2.01932,2.50000,0.02927,'coding'
1.59829,1.00000,0.08196,'non_coding'
3.52096,1.96096,0.04217,'coding'
0.54854,2.00000,0.02409,'non_coding'
8.27429,2.77675,0.03710,'coding'
1.16236,1.58496,0.02741,'non_coding'
1.50357,2.66408,0.00586,'coding'
0.45503,0.91830,0.01445,'non_coding'
0.69358,2.52967,0.00115,'coding'
1.25160,1.00000,0.03344,'coding'
0.53652,2.00000,0.01750,'non_coding'
2.05556,2.23593,0.03426,'coding'
2.57576,1.79248,0.04683,'coding'
0.29710,1.00000,0.01292,'non_coding'
18.68821,2.90317,0.03355,'coding'
17.20050,3.25648,0.06466,'coding'
2.47985,2.32193,0.05450,'coding'
20.72581,2.92444,0.06686,'coding'
4.01475,2.25163,0.07106,'coding'
6.93214,2.82782,0.04952,'coding'
4.60617,2.90564,0.03412,'coding'
8.71608,2.54760,0.04102,'coding'
3.48670,2.85856,0.01855,'coding'
6.49187,2.87165,0.03167,'coding'
10.39125,3.03064,0.07370,'coding'
1.99140,2.41938,0.02570,'coding'
3.94704,2.58496,0.07378,'coding'
5.67313,2.54926,0.04398,'coding'
4.08176,3.25163,0.03851,'coding'
2.61059,2.25163,0.04880,'coding'
7.37296,2.74894,0.05156,'coding'
2.36742,1.92193,0.05381,'coding'
1.33793,2.40564,0.01845,'coding'
5.13259,2.25161,0.03816,'coding'
1.76499,2.15564,0.02540,'coding'
5.44610,3.08496,0.05419,'coding'
1.59690,1.92193,0.03714,'coding'
4.07859,2.52164,0.06632,'coding'
2.98165,2.25163,0.05471,'coding'
3.22099,2.32193,0.03559,'coding'
1.05914,1.58496,0.03417,'coding'
3.04460,2.75000,0.04288,'coding'
3.48649,2.66353,0.03769,'coding'
2.48276,1.79248,0.04281,'coding'
4.45126,2.68872,0.04199,'coding'
1.20309,2.72548,0.01593,'coding'
8.85574,2.78339,0.03721,'coding'
5.07442,2.22125,0.04720,'coding'
5.37885,2.80735,0.04320,'coding'
2.50235,1.50000,0.07049,'coding'
0.84211,1.00000,0.04432,'coding'
2.22933,2.52164,0.03567,'coding'
3.75410,2.12809,0.06154,'coding'
5.87234,2.75506,0.03570,'coding'
1.62634,1.95021,0.02623,'coding'
5.90303,2.65564,0.04293,'coding'
7.04918,3.11328,0.04622,'coding'
5.66429,2.51741,0.02691,'coding'
3.47755,2.69951,0.02839,'coding'
9.24287,3.16606,0.03040,'coding'
5.81551,2.83978,0.03658,'coding'
26.00380,2.91973,0.07408,'coding'
2.99042,1.84644,0.03437,'non_coding'
3.17764,1.96096,0.03806,'coding'
0.60951,2.00000,0.02224,'non_coding'
1.75380,3.09307,0.01455,'coding'
2.26772,2.52164,0.03571,'coding'
0.57037,1.00000,0.02535,'non_coding'
3.49801,2.33291,0.02787,'coding'
11.75199,2.99178,0.04011,'coding'
1.93333,2.64759,0.01172,'coding'
4.00209,3.05030,0.02509,'coding'
1.72627,1.58496,0.07844,'non_coding'
7.13062,2.39208,0.04471,'coding'
22.31511,2.48419,0.03089,'coding'
22.73581,2.29106,0.04327,'coding'
1.36079,2.52164,0.02191,'non_coding'
3.53431,2.15564,0.05198,'coding'
2.16450,1.50000,0.05622,'coding'
2.81616,2.72548,0.03414,'coding'
0.79926,1.58496,0.03168,'non_coding'
1.94583,3.09307,0.01622,'coding'
1.30516,2.75163,0.01226,'non_coding'
7.04483,3.17095,0.04120,'coding'
17.57869,2.81769,0.04357,'coding'
2.84799,3.12193,0.03130,'coding'
0.38889,1.58496,0.01296,'coding'
2.37867,1.66450,0.03806,'coding'
3.77119,2.61058,0.03196,'coding'
9.77540,2.71436,0.05859,'non_coding'
4.35168,2.81507,0.03992,'coding'
1.46883,2.52164,0.02388,'coding'
0.20237,0.00000,0.04977,'coding'
13.99790,2.99352,0.04416,'coding'
17.19139,2.80596,0.04397,'coding'
6.86240,2.32821,0.03990,'coding'
10.89130,2.96430,0.03643,'coding'
2.73016,2.64644,0.03250,'coding'
3.02876,3.02717,0.03075,'coding'
5.14779,2.79465,0.03332,'coding'
1.30403,2.64644,0.01433,'coding'
0.09950,2.00000,0.00297,'non_coding'
3.36364,2.71929,0.03058,'coding'
0.65079,1.58496,0.02066,'coding'
5.75000,2.15564,0.07770,'coding'
1.16522,2.25163,0.02026,'coding'
4.98885,2.78064,0.03709,'coding'
10.47881,2.65008,0.04440,'coding'
3.57212,2.68872,0.03435,'coding'
8.40021,2.67560,0.05185,'coding'
16.98756,2.98108,0.06675,'coding'
1.30627,0.00000,0.04907,'coding'
0.39996,0.00000,0.03733,'coding'
0.66670,0.00000,0.03093,'coding'
1.08982,0.00000,0.06720,'coding'
0.76858,0.00000,0.05481,'coding'
0.87813,0.00000,0.07253,'coding'
1.02834,0.00000,0.05787,'coding'
0.66941,0.00000,0.03840,'coding'
1.04445,1.00000,0.06636,'non_coding'
15.90259,2.98832,0.08527,'coding'
53.42174,2.72823,0.05916,'coding'
9.29395,3.00370,0.05357,'coding'
4.32886,2.15564,0.05811,'coding'
3.85816,2.32193,0.08209,'coding'
0.85686,0.00000,0.08320,'coding'
0.64619,1.58496,0.01609,'non_coding'
3.09859,2.15564,0.04364,'coding'
6.61183,2.92745,0.04266,'coding'
9.80906,2.30042,0.04762,'coding'
9.46396,2.55605,0.05116,'coding'
8.50340,2.71092,0.03471,'coding'
9.18999,3.04174,0.03728,'coding'
0.43933,1.75272,0.01301,'non_coding'
5.08681,2.72750,0.03533,'coding'
2.25466,2.41938,0.02801,'coding'
5.07136,2.84644,0.02974,'coding'
2.88745,2.50326,0.03750,'coding'
12.51016,3.19108,0.03465,'coding'
3.74917,1.79248,0.07424,'coding'
4.34667,2.25163,0.08693,'coding'
2.47302,2.25163,0.04711,'coding'
9.07534,2.98423,0.06216,'coding'
2.30733,2.75000,0.03273,'coding'
5.45989,2.86659,0.03702,'coding'
10.16554,2.79077,0.04569,'coding'
18.76717,3.20078,0.04715,'coding'
6.32858,2.98709,0.03606,'coding'
12.11379,3.06909,0.03901,'coding'
12.00423,2.98835,0.03805,'coding'
3.04846,2.46967,0.02686,'coding'
11.48958,2.81031,0.03264,'coding'
2.82731,2.64160,0.03406,'coding'
7.88534,3.03064,0.05592,'coding'
2.77778,3.03915,0.02315,'coding'
3.33638,2.81507,0.03047,'coding'
12.23829,2.70613,0.04915,'coding'
10.47204,3.05845,0.03445,'coding'
7.71141,2.99411,0.03450,'coding'
5.93964,2.75343,0.04889,'coding'
7.24409,2.66695,0.03315,'coding'
14.35610,2.98946,0.04357,'coding'
0.42217,0.00000,0.02662,'coding'
0.45618,3.17998,0.00305,'non_coding'
1.21333,0.00000,0.09707,'coding'
0.84166,0.00000,0.09722,'coding'
3.31128,2.78990,0.02577,'coding'
1.86735,1.92193,0.03811,'coding'
12.11204,2.68402,0.06729,'coding'
4.72137,2.92585,0.02066,'coding'
0.70899,1.00000,0.04471,'non_coding'
27.23368,2.89022,0.07111,'coding'
2.66908,2.75000,0.03868,'coding'
1.53846,1.00000,0.07890,'non_coding'
2.85770,1.84644,0.03342,'coding'
0.45631,2.25163,0.01043,'non_coding'
5.58333,3.14644,0.03323,'coding'
0.68343,0.00000,0.03413,'coding'
3.54113,2.00000,0.09198,'coding'
17.97524,2.93078,0.04109,'coding'
5.64155,2.11630,0.03864,'coding'
6.30643,3.10188,0.04426,'coding'
0.44879,1.00000,0.02862,'non_coding'
10.43265,3.01307,0.07146,'coding'
2.83752,2.66353,0.02852,'coding'
10.29630,2.73346,0.07381,'coding'
15.71963,2.93435,0.03965,'coding'
2.59195,2.25163,0.04469,'coding'
3.12082,2.19969,0.02726,'coding'
0.56250,0.00000,0.03516,'coding'
5.74487,2.94644,0.03369,'coding'
4.68734,2.52164,0.07267,'coding'
7.14342,2.84644,0.04239,'coding'
16.18923,2.60985,0.07070,'coding'
24.14199,2.90786,0.12541,'coding'
1.24356,1.52193,0.02777,'non_coding'
9.47197,2.64979,0.05793,'coding'
7.86815,2.98709,0.04383,'coding'
15.33751,2.70757,0.06404,'coding'
3.32470,2.66353,0.03445,'coding'
19.44387,2.66020,0.04005,'coding'
13.60194,2.96985,0.03773,'coding'
2.85845,2.41160,0.02610,'coding'
7.18296,2.78990,0.05401,'coding'
16.50269,2.75700,0.05926,'coding'
0.49779,1.58496,0.01852,'non_coding'
0.46128,0.00000,0.05671,'coding'
0.84440,0.00000,0.04507,'coding'
0.53333,0.00000,0.04267,'coding'
0.38667,0.00000,0.03093,'coding'
0.42529,0.00000,0.02933,'coding'
6.06790,2.41938,0.07491,'coding'
2.47724,2.25163,0.04970,'non_coding'
6.56680,3.02972,0.02714,'coding'
0.93141,1.50000,0.02402,'non_coding'
1.13784,2.52164,0.01711,'coding'
8.42529,2.90869,0.04842,'coding'
5.09814,2.73216,0.05176,'coding'
3.14118,1.92193,0.07391,'coding'
1.18667,0.00000,0.09493,'coding'
2.68642,2.15564,0.03980,'coding'
2.06579,1.50000,0.05436,'coding'
2.93409,1.96096,0.03315,'coding'
0.79753,1.00000,0.02586,'non_coding'
8.47971,2.53362,0.03687,'coding'
6.28513,3.13084,0.01715,'non_coding'
10.33243,2.88538,0.05600,'coding'
5.57453,3.18201,0.04532,'coding'
11.92096,3.12893,0.04383,'coding'
3.35731,2.15564,0.04831,'coding'
22.63263,2.91367,0.05024,'coding'
3.36054,2.84237,0.02743,'coding'
11.25863,3.04007,0.04761,'coding'
0.38229,1.00000,0.04838,'non_coding'
7.88406,2.97629,0.04285,'coding'
4.41538,2.52164,0.06793,'coding'
0.28333,1.00000,0.01417,'non_coding'
11.43036,2.57095,0.06588,'coding'
27.84639,3.04348,0.05666,'coding'
0.91534,2.00000,0.02614,'non_coding'
14.24299,2.72058,0.08874,'coding'
13.54773,2.79248,0.06577,'coding'
14.98619,3.00370,0.08868,'coding'
4.04612,2.36506,0.02545,'coding'
6.28119,2.85590,0.03509,'coding'
6.63346,2.85222,0.04896,'coding'
0.31746,1.00000,0.01512,'non_coding'
25.24944,3.00412,0.08473,'coding'
6.94332,2.96199,0.03525,'coding'
27.22241,3.00966,0.04622,'coding'
4.59611,2.80700,0.02237,'coding'
39.08513,3.04924,0.06482,'coding'
0.88596,1.00000,0.04663,'non_coding'
5.64064,2.85846,0.04194,'coding'
2.28155,2.75163,0.02215,'coding'
61.16199,2.86981,0.10730,'coding'
5.13712,3.20282,0.03643,'coding'
8.06757,2.94461,0.03634,'coding'
4.01902,2.98423,0.02697,'coding'
2.17297,3.07923,0.01175,'coding'
19.78111,2.40138,0.06594,'coding'
7.32622,2.90564,0.05214,'coding'
1.98773,2.19716,0.02439,'coding'
0.62654,1.58496,0.03333,'non_coding'
4.95006,2.46337,0.03450,'coding'
0.77471,0.00000,0.05481,'coding'
0.72612,0.00000,0.03646,'coding'
31.41185,2.93029,0.07115,'coding'
1.22051,1.58496,0.03755,'coding'
0.34896,1.58496,0.01090,'non_coding'
0.85262,0.00000,0.02976,'coding'
0.64951,0.00000,0.02133,'coding'
0.93488,0.00000,0.04053,'coding'
0.30612,0.00000,0.01920,'coding'
1.21333,0.00000,0.09707,'coding'
0.16146,0.00000,0.03200,'coding'
0.89333,0.00000,0.07147,'coding'
12.64311,2.72742,0.04468,'coding'
6.61550,2.87314,0.05803,'coding'
0.25617,2.58496,0.00308,'coding'
2.20392,2.52164,0.02292,'coding'
3.02614,2.68925,0.02373,'coding'
10.42723,2.71996,0.05874,'coding'
0.53086,0.91830,0.01966,'coding'
10.10586,2.32276,0.06828,'coding'
7.37546,2.95282,0.05484,'coding'
33.62880,2.88936,0.08885,'coding'
14.59465,2.75700,0.06501,'coding'
7.35780,2.62352,0.06750,'coding'
3.23161,2.22125,0.03034,'coding'
7.76389,2.80735,0.06470,'coding'
9.34848,2.66353,0.09443,'coding'
19.03739,2.75430,0.04544,'coding'
5.71875,2.91398,0.05957,'coding'
1.48198,2.00000,0.04005,'coding'
5.96101,2.40869,0.03486,'coding'
0.15086,1.00000,0.02160,'non_coding'
9.97148,2.38460,0.04876,'coding'
3.50600,2.25000,0.05045,'coding'
43.19119,2.70277,0.06796,'coding'
0.92565,1.58496,0.04137,'non_coding'
11.78886,2.60869,0.06914,'coding'
0.30986,2.00000,0.00873,'non_coding'
5.87220,2.06569,0.02633,'coding'
3.87179,2.05881,0.04964,'coding'
3.10288,2.41938,0.03831,'coding'
28.88012,2.95360,0.04467,'coding'
40.63599,3.07604,0.05843,'coding'
3.78895,2.92193,0.04484,'coding'
5.06340,2.74644,0.02918,'coding'
4.37226,3.12500,0.03191,'coding'
15.59338,2.88564,0.03481,'coding'
2.69860,1.76096,0.03232,'coding'
3.82938,2.85539,0.03630,'coding'
1.16948,0.00000,0.07467,'coding'
13.25800,2.75286,0.08209,'coding'
1.10224,0.00000,0.07372,'coding'
0.51781,1.95021,0.01164,'non_coding'
4.89173,2.90351,0.02502,'coding'
5.46154,2.66329,0.03501,'coding'
0.79582,0.00000,0.03567,'coding'
2.58074,2.07587,0.02294,'coding'
5.41622,2.91398,0.05855,'coding'
2.95409,2.72193,0.03538,'coding'
1.89697,2.25163,0.03449,'coding'
0.99599,1.00000,0.02832,'non_coding'
4.72947,2.15564,0.06854,'coding'
25.27925,3.22718,0.07071,'coding'
0.77192,1.58496,0.05049,'non_coding'
7.43535,2.85846,0.05292,'coding'
16.19289,2.94250,0.08220,'coding'
0.36111,1.00000,0.02006,'non_coding'
2.72857,2.00000,0.07796,'coding'
1.89906,2.00000,0.02675,'coding'
5.40777,2.28416,0.05250,'coding'
6.48052,2.86383,0.04208,'coding'
7.17718,2.75687,0.03484,'coding'
0.36667,1.00000,0.01833,'non_coding'
4.93047,2.72548,0.06050,'coding'
12.96477,2.52164,0.21081,'coding'
2.01149,0.91830,0.06936,'coding'
2.65918,1.92193,0.05976,'coding'
4.72000,2.07587,0.04196,'coding'
7.48611,2.68354,0.04799,'coding'
17.36178,2.82821,0.05198,'coding'
8.44363,2.90564,0.06209,'coding'
10.45593,2.82585,0.06356,'coding'
16.34648,3.16815,0.05859,'coding'
3.91742,2.54233,0.02367,'coding'
7.92205,2.86558,0.04875,'coding'
9.62781,3.05077,0.04989,'coding'
9.88298,3.03064,0.07009,'coding'
4.54721,2.60985,0.03104,'coding'
10.18643,3.02835,0.03606,'coding'
1.45397,2.25163,0.02769,'coding'
8.25430,2.73216,0.08510,'coding'
10.88352,2.89678,0.04046,'coding'
12.63785,2.91151,0.04123,'coding'
2.40415,2.91398,0.02491,'coding'
3.39574,3.02699,0.03101,'coding'
0.99283,0.00000,0.03733,'coding'
0.55282,2.23593,0.02031,'non_coding'
4.50779,3.08496,0.04213,'coding'
7.11647,3.23593,0.05716,'coding'
17.57373,3.19969,0.08098,'coding'
2.54045,2.62581,0.02466,'coding'
3.36709,2.61058,0.02841,'coding'
120.04205,2.31650,0.14848,'coding'
0.19723,2.32193,0.01064,'non_coding'
6.34250,2.98423,0.04359,'coding'
1.00645,2.50326,0.01299,'coding'
1.97135,2.23593,0.03080,'coding'
11.56531,2.53381,0.03499,'coding'
0.85185,1.00000,0.04733,'non_coding'
21.76190,2.96892,0.09715,'coding'
32.45098,2.85141,0.11931,'coding'
4.37838,2.25163,0.07889,'coding'
0.09524,1.00000,0.00454,'non_coding'
11.71990,3.10123,0.05759,'coding'
13.40889,3.12423,0.05108,'coding'
0.42634,1.00000,0.02675,'non_coding'
2.04965,2.32193,0.04361,'coding'
8.94553,2.19716,0.11694,'coding'
9.72428,2.67599,0.03430,'coding'
4.24378,2.50000,0.06334,'coding'
21.59888,2.74930,0.09056,'coding'
6.43810,3.15564,0.04599,'coding'
23.17405,2.88520,0.08930,'coding'
2.91902,2.37095,0.03298,'coding'
4.43381,2.75163,0.04243,'coding'
8.29773,1.91830,0.16112,'coding'
4.05119,2.85102,0.02765,'coding'
2.24731,1.58496,0.07249,'non_coding'
2.61538,2.32193,0.05748,'coding'
18.01888,2.77245,0.07851,'coding'
7.11814,2.28104,0.09010,'coding'
