% 1. Title: Iris Plants Database
% 
% 2. Sources:
%      (a) Creator: R.A. Fisher
%      (b) Donor: Michael Marshall (MARSHALL%PLU@io.arc.nasa.gov)
%      (c) Date: July, 1988
% 
% 3. Past Usage:
%    - Publications: too many to mention!!!  Here are a few.
%    1. Fisher,R.A. "The use of multiple measurements in taxonomic problems"
%       Annual Eugenics, 7, Part II, 179-188 (1936); also in "Contributions
%       to Mathematical Statistics" (John Wiley, NY, 1950).
%    2. Duda,R.O., & Hart,P.E. (1973) Pattern Classification and Scene Analysis.
%       (Q327.D83) John Wiley & Sons.  ISBN 0-471-22361-1.  See page 218.
%    3. Dasarathy, B.V. (1980) "Nosing Around the Neighborhood: A New System
%       Structure and Classification Rule for Recognition in Partially Exposed
%       Environments".  IEEE Transactions on Pattern Analysis and Machine
%       Intelligence, Vol. PAMI-2, No. 1, 67-71.
%       -- Results:
%          -- very low misclassification rates (0% for the setosa class)
%    4. Gates, G.W. (1972) "The Reduced Nearest Neighbor Rule".  IEEE 
%       Transactions on Information Theory, May 1972, 431-433.
%       -- Results:
%          -- very low misclassification rates again
%    5. See also: 1988 MLC Proceedings, 54-64.  Cheeseman et al's AUTOCLASS II
%       conceptual clustering system finds 3 classes in the data.
% 
% 4. Relevant Information:
%    --- This is perhaps the best known database to be found in the pattern
%        recognition literature.  Fisher's paper is a classic in the field
%        and is referenced frequently to this day.  (See Duda & Hart, for
%        example.)  The data set contains 3 classes of 50 instances each,
%        where each class refers to a type of iris plant.  One class is
%        linearly separable from the other 2; the latter are NOT linearly
%        separable from each other.
%    --- Predicted attribute: class of iris plant.
%    --- This is an exceedingly simple domain.
% 
% 5. Number of Instances: 150 (50 in each of three classes)
% 
% 6. Number of Attributes: 4 numeric, predictive attributes and the class
% 
% 7. Attribute Information:
%    1. sepal length in cm
%    2. sepal width in cm
%    3. petal length in cm
%    4. petal width in cm
%    5. class: 
%       -- Iris Setosa
%       -- Iris Versicolour
%       -- Iris Virginica
% 
% 8. Missing Attribute Values: None
% 
% Summary Statistics:
%  	           Min  Max   Mean    SD   Class Correlation
%    sepal length: 4.3  7.9   5.84  0.83    0.7826   
%     sepal width: 2.0  4.4   3.05  0.43   -0.4194
%    petal length: 1.0  6.9   3.76  1.76    0.9490  (high!)
%     petal width: 0.1  2.5   1.20  0.76    0.9565  (high!)
% 
% 9. Class Distribution: 33.3% for each of 3 classes.

@RELATION jk

@ATTRIBUTE P_value	REAL
@ATTRIBUTE S_entropy    REAL
@ATTRIBUTE F3   REAL
@ATTRIBUTE class 	{'coding','non_coding'}

@DATA
8.47577,1.95021,0.07468,'coding'
3.08947,2.25163,0.03252,'coding'
3.90149,1.97494,0.02681,'coding'
6.60256,2.52193,0.04232,'coding'
5.55004,2.62581,0.02898,'coding'
3.13810,1.50000,0.04483,'coding'
5.06838,1.92193,0.06498,'coding'
26.98694,2.62278,0.07834,'coding'
4.89155,1.91830,0.04681,'coding'
6.64389,1.92193,0.08253,'coding'
1.96190,1.58496,0.03737,'coding'
3.16998,2.32193,0.04199,'coding'
9.29069,2.78990,0.03962,'coding'
9.79616,2.66123,0.04910,'coding'
0.49477,1.00000,0.01827,'non_coding'
19.05684,2.52473,0.05855,'coding'
3.38388,2.40564,0.02774,'coding'
9.82915,2.78990,0.04113,'coding'
13.97559,2.14926,0.05848,'coding'
14.68968,2.73957,0.06146,'coding'
6.36472,2.23593,0.05708,'coding'
12.41350,2.84644,0.07857,'coding'
3.74377,2.72548,0.02665,'coding'
2.05983,1.00000,0.05282,'coding'
18.47016,3.03832,0.05088,'coding'
4.49751,1.79248,0.04475,'coding'
4.03780,2.58496,0.04163,'coding'
3.89649,2.25163,0.04102,'coding'
6.05747,2.50000,0.04642,'coding'
7.44330,2.45915,0.03837,'coding'
3.79450,2.50326,0.02720,'coding'
8.70988,2.64559,0.04032,'coding'
4.83333,2.80735,0.04603,'coding'
6.10868,2.87291,0.02673,'coding'
3.74474,2.52164,0.03374,'coding'
4.11392,2.32193,0.05207,'coding'
5.53968,2.75000,0.04397,'coding'
3.53798,2.23593,0.03291,'coding'
9.12121,2.59491,0.05350,'coding'
15.48496,2.32441,0.05481,'coding'
8.73158,2.55504,0.03542,'coding'
6.70793,2.64644,0.04370,'coding'
13.47840,3.20771,0.03797,'coding'
7.60664,2.78990,0.03223,'coding'
4.99676,1.58496,0.09702,'coding'
3.77622,2.72548,0.02641,'coding'
8.17529,2.73216,0.04698,'coding'
3.05936,1.50000,0.04191,'coding'
5.32564,2.50000,0.04097,'coding'
1.69774,1.58496,0.02878,'coding'
12.59175,2.75000,0.05192,'coding'
1.57706,1.58496,0.03392,'non_coding'
2.72222,1.58496,0.05338,'coding'
4.13146,1.00000,0.05819,'coding'
1.85912,1.54879,0.01403,'coding'
4.14521,1.58496,0.08208,'coding'
6.14947,2.72548,0.04377,'coding'
12.46572,3.20282,0.05078,'coding'
5.57436,2.34585,0.02859,'coding'
10.24263,2.82059,0.03420,'coding'
17.28655,3.01057,0.06065,'coding'
2.01932,2.00000,0.02927,'coding'
3.52096,1.92193,0.04217,'coding'
0.54854,1.00000,0.02409,'non_coding'
8.27429,2.75343,0.03710,'coding'
1.16236,1.00000,0.02741,'non_coding'
1.50357,2.55805,0.00586,'coding'
0.45503,1.00000,0.01445,'non_coding'
0.69358,3.12450,0.00115,'coding'
1.25160,0.00000,0.03344,'coding'
0.53652,1.00000,0.01750,'non_coding'
2.05556,1.50000,0.03426,'coding'
2.57576,1.58496,0.04683,'coding'
18.68821,3.10048,0.03355,'coding'
17.20050,2.86659,0.06466,'coding'
2.47985,0.91830,0.05450,'coding'
20.72581,2.24145,0.06686,'coding'
4.01475,1.58496,0.07106,'coding'
6.93214,2.19716,0.04952,'coding'
4.60617,2.72548,0.03412,'coding'
8.71608,2.69238,0.04102,'coding'
3.48670,2.58496,0.01855,'coding'
6.49187,3.08506,0.03167,'coding'
10.39125,2.72548,0.07370,'coding'
1.99140,1.92193,0.02570,'coding'
3.94704,0.91830,0.07378,'coding'
5.67313,1.81128,0.04398,'coding'
4.08176,2.80735,0.03851,'coding'
2.61059,1.58496,0.04880,'coding'
7.37296,2.50326,0.05156,'coding'
2.36742,1.00000,0.05381,'coding'
1.33793,1.50000,0.01845,'coding'
5.13259,1.81128,0.03816,'coding'
1.76499,2.00000,0.02540,'coding'
5.44610,2.25163,0.05419,'coding'
1.59690,1.00000,0.03714,'coding'
4.07859,2.00000,0.06632,'coding'
2.98165,1.58496,0.05471,'coding'
3.22099,2.25163,0.03559,'coding'
1.05914,1.00000,0.03417,'coding'
3.04460,1.50000,0.04288,'coding'
3.48649,2.25163,0.03769,'coding'
2.48276,1.58496,0.04281,'coding'
4.45126,2.12809,0.04199,'coding'
1.20309,1.92193,0.01593,'coding'
8.85574,3.00624,0.03721,'coding'
5.07442,2.23593,0.04720,'coding'
5.37885,2.25000,0.04320,'coding'
2.50235,1.00000,0.07049,'coding'
0.84211,0.00000,0.04432,'coding'
2.22933,2.00000,0.03567,'coding'
3.75410,0.81128,0.06154,'coding'
5.87234,2.24644,0.03570,'coding'
1.62634,1.00000,0.02623,'coding'
5.90303,2.41938,0.04293,'coding'
7.04918,2.64644,0.04622,'coding'
5.66429,2.49560,0.02691,'coding'
3.47755,2.50000,0.02839,'coding'
9.24287,3.10370,0.03040,'coding'
5.81551,2.64644,0.03658,'coding'
26.00380,2.71879,0.07408,'coding'
2.99042,1.92193,0.03437,'non_coding'
3.17764,1.92193,0.03806,'coding'
0.60951,1.00000,0.02224,'non_coding'
1.75380,2.50000,0.01455,'coding'
2.26772,2.00000,0.03571,'coding'
3.49801,2.15564,0.02787,'coding'
11.75199,2.88612,0.04011,'coding'
1.93333,2.84535,0.01172,'coding'
4.00209,2.16096,0.02509,'coding'
7.13062,2.72193,0.04471,'coding'
22.31511,2.55709,0.03089,'coding'
22.73581,2.71767,0.04327,'coding'
1.36079,1.50000,0.02191,'non_coding'
3.53431,2.00000,0.05198,'coding'
2.16450,1.00000,0.05622,'coding'
2.81616,1.92193,0.03414,'coding'
1.94583,2.50000,0.01622,'coding'
1.30516,1.84237,0.01226,'non_coding'
7.04483,2.73216,0.04120,'coding'
17.57869,2.93988,0.04357,'coding'
2.84799,2.25163,0.03130,'coding'
0.38889,1.00000,0.01296,'coding'
2.37867,2.00000,0.03806,'coding'
3.77119,2.23593,0.03196,'coding'
9.77540,3.20869,0.05859,'non_coding'
4.35168,2.23593,0.03992,'coding'
1.46883,2.00000,0.02388,'coding'
0.20237,0.0,0.04977,'coding'
13.99790,2.95114,0.04416,'coding'
17.19139,2.85751,0.04397,'coding'
6.86240,2.73216,0.03990,'coding'
10.89130,3.01057,0.03643,'coding'
2.73016,2.32193,0.03250,'coding'
3.02876,2.58496,0.03075,'coding'
5.14779,2.17095,0.03332,'coding'
1.30403,2.58496,0.01433,'coding'
0.09950,1.00000,0.00297,'non_coding'
3.36364,1.84237,0.03058,'coding'
0.65079,1.00000,0.02066,'coding'
5.75000,1.00000,0.07770,'coding'
1.16522,1.58496,0.02026,'coding'
4.98885,3.00000,0.03709,'coding'
10.47881,2.68259,0.04440,'coding'
3.57212,1.91830,0.03435,'coding'
8.40021,3.12193,0.05185,'coding'
16.98756,2.47722,0.06675,'coding'
1.30627,0.0,0.04907,'coding'
0.39996,0.0,0.03733,'coding'
0.66670,0.0,0.03093,'coding'
1.08982,0.0,0.06720,'coding'
0.76858,0.00000,0.05481,'coding'
0.87813,0.0,0.07253,'coding'
1.02834,0.0,0.05787,'coding'
0.66941,0.0,0.03840,'coding'
15.90259,2.62581,0.08527,'coding'
53.42174,3.14638,0.05916,'coding'
9.29395,2.73216,0.05357,'coding'
4.32886,1.50000,0.05811,'coding'
3.85816,0.91830,0.08209,'coding'
0.85686,0.0,0.08320,'coding'
3.09859,2.00000,0.04364,'coding'
6.61183,1.96096,0.04266,'coding'
9.80906,2.93121,0.04762,'coding'
9.46396,2.85539,0.05116,'coding'
8.50340,2.57782,0.03471,'coding'
9.18999,2.68004,0.03728,'coding'
0.43933,1.92193,0.01301,'non_coding'
5.08681,2.41938,0.03533,'coding'
2.25466,2.32193,0.02801,'coding'
5.07136,2.48171,0.02974,'coding'
2.88745,2.32193,0.03750,'coding'
12.51016,2.68980,0.03465,'coding'
3.74917,1.58496,0.07424,'coding'
4.34667,1.58496,0.08693,'coding'
2.47302,1.58496,0.04711,'coding'
9.07534,2.72548,0.06216,'coding'
2.30733,2.00000,0.03273,'coding'
5.45989,2.72548,0.03702,'coding'
10.16554,2.61058,0.04569,'coding'
18.76717,2.87413,0.04715,'coding'
6.32858,2.84535,0.03606,'coding'
12.11379,2.63935,0.03901,'coding'
12.00423,2.76067,0.03805,'coding'
3.04846,2.52164,0.02686,'coding'
11.48958,2.90786,0.03264,'coding'
2.82731,1.92193,0.03406,'coding'
7.88534,2.72548,0.05592,'coding'
2.77778,2.50000,0.02315,'coding'
3.33638,2.12809,0.03047,'coding'
12.23829,2.95282,0.04915,'coding'
10.47204,3.24644,0.03445,'coding'
7.71141,2.89629,0.03450,'coding'
5.93964,2.50000,0.04889,'coding'
7.24409,2.69951,0.03315,'coding'
14.35610,2.60614,0.04357,'coding'
0.42217,0.0,0.02662,'coding'
0.45618,2.77440,0.00305,'non_coding'
1.21333,0.0,0.09707,'coding'
0.84166,0.0,0.09722,'coding'
3.31128,2.50000,0.02577,'coding'
1.86735,1.58496,0.03811,'coding'
12.11204,2.45915,0.06729,'coding'
4.72137,2.65656,0.02066,'coding'
27.23368,3.03327,0.07111,'coding'
2.66908,2.00000,0.03868,'coding'
2.85770,1.52193,0.03342,'coding'
0.45631,1.58496,0.01043,'non_coding'
5.58333,2.41309,0.03323,'coding'
0.68343,0.0,0.03413,'coding'
3.54113,1.00000,0.09198,'coding'
17.97524,2.75041,0.04109,'coding'
5.64155,2.05881,0.03864,'coding'
6.30643,2.94770,0.04426,'coding'
10.43265,2.72548,0.07146,'coding'
2.83752,2.25163,0.02852,'coding'
10.29630,2.50326,0.07381,'coding'
15.71963,2.93220,0.03965,'coding'
2.59195,0.91830,0.04469,'coding'
3.12082,2.23593,0.02726,'coding'
0.56250,0.00000,0.03516,'coding'
5.74487,2.73216,0.03369,'coding'
4.68734,1.50000,0.07267,'coding'
7.14342,2.91398,0.04239,'coding'
16.18923,3.00624,0.07070,'coding'
24.14199,2.41830,0.12541,'coding'
1.24356,1.00000,0.02777,'non_coding'
9.47197,1.97095,0.05793,'coding'
7.86815,2.84535,0.04383,'coding'
15.33751,2.59958,0.06404,'coding'
3.32470,2.25163,0.03445,'coding'
19.44387,3.06643,0.04005,'coding'
13.60194,2.91937,0.03773,'coding'
2.85845,2.23593,0.02610,'coding'
7.18296,2.75000,0.05401,'coding'
16.50269,2.81634,0.05926,'coding'
0.49779,1.00000,0.01852,'non_coding'
0.46128,0.0,0.05671,'coding'
0.84440,0.0,0.04507,'coding'
0.53333,0.0,0.04267,'coding'
0.38667,0.0,0.03093,'coding'
0.42529,0.0,0.02933,'coding'
6.06790,1.92193,0.07491,'coding'
2.47724,1.58496,0.04970,'non_coding'
6.56680,2.85222,0.02714,'coding'
0.93141,1.00000,0.02402,'non_coding'
1.13784,1.50000,0.01711,'coding'
8.42529,2.66353,0.04842,'coding'
5.09814,1.91830,0.05176,'coding'
3.14118,1.00000,0.07391,'coding'
1.18667,0.0,0.09493,'coding'
2.68642,1.50000,0.03980,'coding'
2.06579,1.00000,0.05436,'coding'
2.93409,1.92193,0.03315,'coding'
8.47971,3.05656,0.03687,'coding'
6.28513,2.66763,0.01715,'non_coding'
10.33243,2.41830,0.05600,'coding'
5.57453,2.40564,0.04532,'coding'
11.92096,3.03856,0.04383,'coding'
3.35731,2.00000,0.04831,'coding'
22.63263,2.85131,0.05024,'coding'
3.36054,2.50000,0.02743,'coding'
11.25863,2.95591,0.04761,'coding'
7.88406,2.28416,0.04285,'coding'
4.41538,2.00000,0.06793,'coding'
11.43036,2.84535,0.06588,'coding'
27.84639,3.15564,0.05666,'coding'
0.91534,1.00000,0.02614,'non_coding'
14.24299,2.64644,0.08874,'coding'
13.54773,2.50738,0.06577,'coding'
14.98619,2.66353,0.08868,'coding'
4.04612,2.44644,0.02545,'coding'
6.28119,2.55034,0.03509,'coding'
6.63346,2.72548,0.04896,'coding'
25.24944,2.35455,0.08473,'coding'
6.94332,2.60316,0.03525,'coding'
27.22241,2.73519,0.04622,'coding'
4.59611,3.08506,0.02237,'coding'
39.08513,2.99354,0.06482,'coding'
5.64064,2.50000,0.04194,'coding'
2.28155,2.58496,0.02215,'coding'
61.16199,3.13901,0.10730,'coding'
5.13712,2.28104,0.03643,'coding'
8.06757,3.18201,0.03634,'coding'
4.01902,2.41938,0.02697,'coding'
2.17297,2.68872,0.01175,'coding'
19.78111,2.80370,0.06594,'coding'
7.32622,2.50326,0.05214,'coding'
1.98773,1.92193,0.02439,'coding'
4.95006,2.50326,0.03450,'coding'
0.77471,0.00000,0.05481,'coding'
0.72612,0.0,0.03646,'coding'
31.41185,2.79679,0.07115,'coding'
1.22051,1.00000,0.03755,'coding'
0.34896,1.00000,0.01090,'non_coding'
0.85262,0.0,0.02976,'coding'
0.64951,0.0,0.02133,'coding'
0.93488,0.0,0.04053,'coding'
0.30612,0.0,0.01920,'coding'
1.21333,0.0,0.09707,'coding'
0.16146,0.0,0.03200,'coding'
0.89333,0.0,0.07147,'coding'
12.64311,2.81634,0.04468,'coding'
6.61550,2.52164,0.05803,'coding'
0.25617,1.58496,0.00308,'coding'
2.20392,2.00000,0.02292,'coding'
3.02614,2.50000,0.02373,'coding'
10.42723,2.66353,0.05874,'coding'
0.53086,0.00000,0.01966,'coding'
10.10586,2.19716,0.06828,'coding'
7.37546,1.75000,0.05484,'coding'
33.62880,3.05947,0.08885,'coding'
14.59465,2.84237,0.06501,'coding'
7.35780,2.52164,0.06750,'coding'
3.23161,2.23593,0.03034,'coding'
7.76389,2.75000,0.06470,'coding'
9.34848,2.58496,0.09443,'coding'
19.03739,3.02418,0.04544,'coding'
5.71875,1.91830,0.05957,'coding'
1.48198,1.00000,0.04005,'coding'
5.96101,2.11808,0.03486,'coding'
9.97148,2.66123,0.04876,'coding'
3.50600,1.50000,0.05045,'coding'
43.19119,3.02748,0.06796,'coding'
11.78886,2.73216,0.06914,'coding'
0.30986,1.00000,0.00873,'non_coding'
5.87220,3.03915,0.02633,'coding'
3.87179,1.37095,0.04964,'coding'
3.10288,1.92193,0.03831,'coding'
28.88012,3.12079,0.04467,'coding'
40.63599,2.99845,0.05843,'coding'
3.78895,2.32193,0.04484,'coding'
5.06340,2.91398,0.02918,'coding'
4.37226,2.72548,0.03191,'coding'
15.59338,3.04174,0.03481,'coding'
2.69860,1.92193,0.03232,'coding'
3.82938,2.52164,0.03630,'coding'
1.16948,0.0,0.07467,'coding'
13.25800,3.12193,0.08209,'coding'
1.10224,0.0,0.07372,'coding'
0.51781,1.58496,0.01164,'non_coding'
4.89173,2.71929,0.02502,'coding'
5.46154,2.72193,0.03501,'coding'
0.79582,0.0,0.03567,'coding'
2.58074,2.52164,0.02294,'coding'
5.41622,2.25163,0.05855,'coding'
2.95409,2.32193,0.03538,'coding'
1.89697,1.58496,0.03449,'coding'
4.72947,2.00000,0.06854,'coding'
25.27925,2.79424,0.07071,'coding'
7.43535,2.72548,0.05292,'coding'
16.19289,2.81507,0.08220,'coding'
2.72857,1.00000,0.07796,'coding'
1.89906,2.00000,0.02675,'coding'
5.40777,2.25163,0.05250,'coding'
6.48052,2.64644,0.04208,'coding'
7.17718,2.93121,0.03484,'coding'
4.93047,1.92193,0.06050,'coding'
12.96477,1.50000,0.21081,'coding'
2.01149,0.00000,0.06936,'coding'
2.65918,1.00000,0.05976,'coding'
4.72000,1.84237,0.04196,'coding'
7.48611,2.64644,0.04799,'coding'
17.36178,2.86763,0.05198,'coding'
8.44363,2.41938,0.06209,'coding'
10.45593,2.92193,0.06356,'coding'
16.34648,2.97494,0.05859,'coding'
3.91742,2.48171,0.02367,'coding'
7.92205,2.12193,0.04875,'coding'
9.62781,2.52206,0.04989,'coding'
9.88298,1.65774,0.07009,'coding'
4.54721,2.19716,0.03104,'coding'
10.18643,3.04411,0.03606,'coding'
1.45397,1.58496,0.02769,'coding'
8.25430,2.25163,0.08510,'coding'
10.88352,2.98423,0.04046,'coding'
12.63785,3.04644,0.04123,'coding'
2.40415,2.25163,0.02491,'coding'
3.39574,2.52164,0.03101,'coding'
0.99283,0.0,0.03733,'coding'
0.55282,2.00000,0.02031,'non_coding'
4.50779,2.52164,0.04213,'coding'
7.11647,2.50000,0.05716,'coding'
17.57373,2.80735,0.08098,'coding'
2.54045,1.91830,0.02466,'coding'
3.36709,2.23593,0.02841,'coding'
120.04205,3.11483,0.14848,'coding'
0.19723,0.91830,0.01064,'non_coding'
6.34250,2.72548,0.04359,'coding'
1.00645,1.52193,0.01299,'coding'
1.97135,2.00000,0.03080,'coding'
11.56531,2.64242,0.03499,'coding'
21.76190,2.75343,0.09715,'coding'
32.45098,3.01688,0.11931,'coding'
4.37838,1.58496,0.07889,'coding'
11.71990,2.46967,0.05759,'coding'
13.40889,2.86659,0.05108,'coding'
2.04965,1.58496,0.04361,'coding'
8.94553,2.32193,0.11694,'coding'
9.72428,2.82189,0.03430,'coding'
4.24378,2.00000,0.06334,'coding'
21.59888,2.87291,0.09056,'coding'
6.43810,2.05881,0.04599,'coding'
23.17405,2.63129,0.08930,'coding'
2.91902,1.92193,0.03298,'coding'
4.43381,2.58496,0.04243,'coding'
8.29773,1.58496,0.16112,'coding'
4.05119,2.41938,0.02765,'coding'
2.24731,1.00000,0.07249,'non_coding'
2.61538,1.58496,0.05748,'coding'
18.01888,3.10689,0.07851,'coding'
7.11814,2.32193,0.09010,'coding'
3.66667,1.66450,0.03245,'coding'
6.91818,2.66353,0.04193,'coding'
15.29975,3.10092,0.04672,'coding'
11.69400,2.62581,0.06187,'coding'
22.39312,3.24249,0.04319,'coding'
13.83158,3.19696,0.04160,'coding'
4.10025,1.50000,0.06166,'coding'
3.41950,1.50000,0.04652,'coding'
10.75585,2.96558,0.03597,'coding'
26.22525,2.77407,0.05504,'coding'
6.04984,3.23564,0.01447,'coding'
13.67556,2.81634,0.04867,'coding'
1.40230,1.00000,0.03224,'coding'
0.39683,1.00000,0.01260,'non_coding'
11.94667,2.47291,0.05310,'coding'
1.36410,1.00000,0.04197,'coding'
5.40141,2.00000,0.07608,'coding'
1.46318,2.32193,0.01701,'coding'
18.43106,2.72058,0.06433,'coding'
18.33333,3.03064,0.07218,'coding'
8.17143,2.75000,0.06671,'coding'
7.13116,2.87314,0.03575,'coding'
10.31215,2.05881,0.06898,'coding'
10.02186,1.90564,0.08215,'coding'
4.94203,1.45915,0.05372,'coding'
10.61055,2.56545,0.05332,'coding'
5.72917,2.62581,0.02984,'coding'
0.37037,1.50000,0.00549,'non_coding'
8.21856,2.41938,0.06021,'coding'
5.18404,2.25000,0.04003,'coding'
2.00000,2.00000,0.02920,'coding'
3.47232,2.19716,0.02563,'coding'
7.41414,2.81507,0.03745,'coding'
2.98889,1.50000,0.04981,'coding'
7.54167,1.84237,0.06501,'coding'
1.60741,1.58496,0.03572,'coding'
